[2026-05-14 07:42:12] START train_p3_block_projected: python scripts/train_env_v2_gpsi_ppo_n3p.py --config configs/env_v2_gpsi_heada_ppo_n3p_block_projected.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 --train-steps 500000 --seed 0 --n-envs 4 --device cpu --heartbeat-seconds 300
[2026-05-14 07:42:18] N3P_TRAIN_CONFIG config=block_projected steps=500000 seed=0 n_envs=4 device=cpu out_dir=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 no_shield=true action_filtering=false safety_cost=false
Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/tensorboard/PPO_1
[2026-05-14 07:42:20] N3FZ_TRAIN_START config=block_projected total_steps=500000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
[2026-05-14 08:16:09] N3FZ_CHECKPOINT_SAVED step=500000 path=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/checkpoint_500k.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 28          |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 123         |
|    time_elapsed         | 2043        |
|    total_timesteps      | 503808      |
| train/                  |             |
|    approx_kl            | 0.026623605 |
|    clip_fraction        | 0.185       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.1        |
|    explained_variance   | 0.61        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.91        |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.00706    |
|    std                  | 0.954       |
|    value_loss           | 6.96        |
-----------------------------------------
[2026-05-14 08:16:25] N3P_TRAIN_END config=block_projected final=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/final.zip
[2026-05-14 08:16:26] END train_p3_block_projected
